district,neighborhood,registered,voted,valid,akp,chp,sp
ARNAVUTKOY,MAVIGOL MAH.,335,289,278,166,108,1
ARNAVUTKOY,MAVIGOL MAH.,334,287,274,153,112,1
ARNAVUTKOY,MAVIGOL MAH.,335,289,285,167,109,3
ARNAVUTKOY,MAVIGOL MAH.,336,281,271,151,110,1
ARNAVUTKOY,MAVIGOL MAH.,334,281,266,151,105,4
ARNAVUTKOY,MAVIGOL MAH.,335,300,286,164,116,4
ARNAVUTKOY,MAVIGOL MAH.,335,284,267,154,104,1
ARNAVUTKOY,MAVIGOL MAH.,335,295,285,168,109,3
ARNAVUTKOY,MAVIGOL MAH.,334,276,269,158,95,8
ARNAVUTKOY,MAVIGOL MAH.,337,282,259,150,104,2
ARNAVUTKOY,MAVIGOL MAH.,335,287,273,156,108,4
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,327,282,257,195,60,1
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,329,278,269,207,46,7
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,326,284,271,191,74,3
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,328,280,268,197,63,6
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,327,275,266,181,73,7
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,327,282,266,189,67,2
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,326,281,266,199,56,7
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,327,288,275,196,66,4
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,327,281,269,182,78,3
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,326,277,270,204,59,1
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,256,222,214,144,63,3
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,257,223,202,126,61,2
ARNAVUTKOY,MEHMET AKIF ERSOY MAH.,257,230,215,149,57,6
ARNAVUTKOY,MERKEZ ATATURK MAH.,343,297,266,172,87,5
ARNAVUTKOY,MERKEZ ATATURK MAH.,345,293,274,167,101,3
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,287,276,159,109,4
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,295,280,176,94,7
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,304,289,143,129,8
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,305,291,143,135,7
ARNAVUTKOY,MERKEZ ATATURK MAH.,343,303,278,164,111,1
ARNAVUTKOY,MERKEZ ATATURK MAH.,343,305,286,179,99,6
ARNAVUTKOY,MERKEZ ATATURK MAH.,343,299,285,183,93,5
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,296,278,154,114,6
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,296,289,171,107,4
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,304,288,151,131,3
ARNAVUTKOY,MERKEZ ATATURK MAH.,343,287,268,164,92,9
ARNAVUTKOY,MERKEZ ATATURK MAH.,344,311,297,191,98,4
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,340,269,250,176,64,3
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,255,227,162,57,2
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,279,261,170,81,5
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,340,278,270,193,72,2
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,270,264,191,65,5
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,293,279,178,85,11
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,296,285,177,99,6
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,280,259,170,83,1
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,268,260,174,78,6
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,262,255,170,77,6
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,272,255,187,61,5
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,278,272,189,67,10
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,277,271,170,92,7
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,274,262,171,85,4
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,292,275,185,78,6
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,295,281,179,83,11
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,284,277,182,86,3
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,278,263,170,82,5
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,268,257,167,77,7
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,337,291,284,198,85,1
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,289,275,175,89,4
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,337,274,270,178,87,3
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,275,262,178,79,1
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,335,278,276,181,84,5
ARNAVUTKOY,MUSTAFA KEMAL PASA MAH.,336,280,262,175,75,6
ARNAVUTKOY,NENEHATUN MAH.,334,282,269,188,71,3
ARNAVUTKOY,NENEHATUN MAH.,337,297,288,222,52,9
ARNAVUTKOY,NENEHATUN MAH.,332,269,251,170,74,3
ARNAVUTKOY,NENEHATUN MAH.,334,282,272,193,73,2
ARNAVUTKOY,NENEHATUN MAH.,334,290,276,195,72,3
ARNAVUTKOY,NENEHATUN MAH.,333,294,279,217,55,3
ARNAVUTKOY,NENEHATUN MAH.,332,288,272,184,78,3
ARNAVUTKOY,NENEHATUN MAH.,333,284,266,164,93,4
ARNAVUTKOY,NENEHATUN MAH.,333,282,275,183,71,14
ARNAVUTKOY,NENEHATUN MAH.,345,292,276,175,94,5
ARNAVUTKOY,NENEHATUN MAH.,350,308,292,189,89,7
ARNAVUTKOY,NENEHATUN MAH.,350,306,275,181,78,11
ARNAVUTKOY,NENEHATUN MAH.,344,298,288,183,90,12
ARNAVUTKOY,NENEHATUN MAH.,350,285,265,162,91,7
ARNAVUTKOY,NENEHATUN MAH.,350,304,294,213,70,9
ARNAVUTKOY,NENEHATUN MAH.,347,289,271,187,65,15
ARNAVUTKOY,OMERLI MAH.,342,286,274,135,127,5
ARNAVUTKOY,OMERLI MAH.,340,289,275,140,126,5
ARNAVUTKOY,OMERLI MAH.,340,293,284,155,113,9
ARNAVUTKOY,OMERLI MAH.,341,301,295,165,120,4
ARNAVUTKOY,OMERLI MAH.,340,288,275,150,118,5
ARNAVUTKOY,OMERLI MAH.,340,282,270,162,95,8
ARNAVUTKOY,OMERLI MAH.,340,296,293,156,118,15
ARNAVUTKOY,OMERLI MAH.,340,298,293,162,123,2
ARNAVUTKOY,OMERLI MAH.,340,297,284,173,101,6
ARNAVUTKOY,OMERLI MAH.,340,282,272,153,113,2
ARNAVUTKOY,OMERLI MAH.,340,299,293,163,124,6
ARNAVUTKOY,OMERLI MAH.,341,288,267,130,133,1
ARNAVUTKOY,SAZLIBOSNA MAH.,301,272,265,167,91,4
ARNAVUTKOY,SAZLIBOSNA MAH.,302,278,273,152,116,1
ARNAVUTKOY,SAZLIBOSNA MAH.,300,276,273,146,119,3
ARNAVUTKOY,TASOLUK MAH.,301,246,229,154,69,0
ARNAVUTKOY,TASOLUK MAH.,301,261,253,163,75,10
ARNAVUTKOY,TASOLUK MAH.,302,274,257,169,77,4
ARNAVUTKOY,TASOLUK MAH.,301,259,242,172,60,2
ARNAVUTKOY,TASOLUK MAH.,300,266,255,199,48,5
ARNAVUTKOY,TASOLUK MAH.,300,262,249,163,77,6
ARNAVUTKOY,TASOLUK MAH.,301,257,241,162,71,3
ARNAVUTKOY,TASOLUK MAH.,319,270,251,181,62,3
ARNAVUTKOY,TASOLUK MAH.,314,263,252,187,55,3
ARNAVUTKOY,TASOLUK MAH.,314,270,256,191,54,7
ARNAVUTKOY,TASOLUK MAH.,315,259,247,182,56,4
ARNAVUTKOY,TASOLUK MAH.,314,274,252,191,51,4
ARNAVUTKOY,TASOLUK MAH.,315,269,255,177,68,6
ARNAVUTKOY,TAYAKADIN MAH.,338,123,110,60,48,0
ARNAVUTKOY,TAYAKADIN MAH.,337,305,295,186,96,6
ARNAVUTKOY,TAYAKADIN MAH.,340,314,303,176,112,6
ARNAVUTKOY,TAYAKADIN MAH.,338,290,271,184,78,4
ARNAVUTKOY,TAYAKADIN MAH.,337,308,294,194,91,4
ARNAVUTKOY,TAYAKADIN MAH.,339,307,289,183,96,9
ARNAVUTKOY,TAYAKADIN MAH.,338,212,205,116,84,3
ARNAVUTKOY,TERKOS MAH.,241,185,177,73,101,1
ARNAVUTKOY,TERKOS MAH.,240,217,214,103,109,0
ARNAVUTKOY,TERKOS MAH.,242,215,208,101,105,2
ARNAVUTKOY,YASSIOREN MAH.,206,194,185,104,78,1
ARNAVUTKOY,YASSIOREN MAH.,206,200,193,97,92,3
ARNAVUTKOY,YAVUZ SELIM MAH.,332,271,232,156,68,4
ARNAVUTKOY,YAVUZ SELIM MAH.,329,275,258,123,128,3
ARNAVUTKOY,YAVUZ SELIM MAH.,330,282,262,136,119,4
ARNAVUTKOY,YAVUZ SELIM MAH.,329,295,273,167,95,7
ARNAVUTKOY,YAVUZ SELIM MAH.,329,283,265,145,109,2
ARNAVUTKOY,YAVUZ SELIM MAH.,330,286,267,158,100,6
ARNAVUTKOY,YAVUZ SELIM MAH.,330,257,246,134,100,4
ARNAVUTKOY,YAVUZ SELIM MAH.,329,282,265,154,101,4
ARNAVUTKOY,YAVUZ SELIM MAH.,329,243,231,134,86,5
ARNAVUTKOY,YAVUZ SELIM MAH.,331,278,264,149,106,5
ARNAVUTKOY,YAVUZ SELIM MAH.,343,298,278,182,80,9
ARNAVUTKOY,YAVUZ SELIM MAH.,344,300,289,190,87,6
ARNAVUTKOY,YAVUZ SELIM MAH.,343,285,270,156,107,4
ARNAVUTKOY,YAVUZ SELIM MAH.,344,298,284,183,88,6
ARNAVUTKOY,YAVUZ SELIM MAH.,346,308,289,195,85,3
ARNAVUTKOY,YAVUZ SELIM MAH.,344,302,286,198,79,2
ARNAVUTKOY,YAVUZ SELIM MAH.,344,296,282,194,81,4
ARNAVUTKOY,YAVUZ SELIM MAH.,346,299,280,182,87,5
ARNAVUTKOY,YAVUZ SELIM MAH.,344,289,277,166,103,4
ARNAVUTKOY,YAVUZ SELIM MAH.,346,305,283,147,122,4
ARNAVUTKOY,YENIKOY MAH.,290,271,257,167,82,1
ARNAVUTKOY,YENIKOY MAH.,290,260,244,125,114,1
ARNAVUTKOY,YENIKOY MAH.,290,270,255,117,128,2
ARNAVUTKOY,YENIKOY MAH.,290,252,233,119,109,2
ARNAVUTKOY,YESILBAYIR MAH.,246,227,224,100,120,0
ARNAVUTKOY,YESILBAYIR MAH.,245,232,218,105,111,1
ARNAVUTKOY,YUNUS EMRE MAH.,343,281,262,155,104,2
ARNAVUTKOY,YUNUS EMRE MAH.,342,285,263,154,92,8
ARNAVUTKOY,YUNUS EMRE MAH.,344,265,242,155,78,3
ARNAVUTKOY,YUNUS EMRE MAH.,342,307,291,169,118,3
ARNAVUTKOY,YUNUS EMRE MAH.,342,291,280,150,122,7
ARNAVUTKOY,YUNUS EMRE MAH.,342,307,284,168,100,8
ARNAVUTKOY,YUNUS EMRE MAH.,343,288,277,159,106,4
ARNAVUTKOY,YUNUS EMRE MAH.,344,307,293,172,108,4
ARNAVUTKOY,YUNUS EMRE MAH.,343,289,269,145,112,6
ARNAVUTKOY,YUNUS EMRE MAH.,345,305,289,164,112,8
ARNAVUTKOY,YUNUS EMRE MAH.,342,289,266,156,105,1
ARNAVUTKOY,YUNUS EMRE MAH.,342,305,285,164,113,1
ARNAVUTKOY,YUNUS EMRE MAH.,343,290,279,169,98,5
ARNAVUTKOY,YUNUS EMRE MAH.,342,292,276,151,113,9
ARNAVUTKOY,YUNUS EMRE MAH.,343,294,279,170,99,3
ARNAVUTKOY,YUNUS EMRE MAH.,341,294,275,187,82,4
ARNAVUTKOY,YUNUS EMRE MAH.,342,303,283,170,97,7
ARNAVUTKOY,YUNUS EMRE MAH.,342,295,277,163,99,7
ARNAVUTKOY,YUNUS EMRE MAH.,342,299,278,156,120,2
ARNAVUTKOY,YUNUS EMRE MAH.,342,297,276,175,90,5
ARNAVUTKOY,YUNUS EMRE MAH.,341,307,282,169,99,4
ARNAVUTKOY,YUNUS EMRE MAH.,342,294,274,164,102,4
ARNAVUTKOY,YUNUS EMRE MAH.,341,298,288,181,99,3
ARNAVUTKOY,YUNUS EMRE MAH.,341,283,273,168,95,2
ARNAVUTKOY,YUNUS EMRE MAH.,341,291,263,140,115,3
ARNAVUTKOY,YUNUS EMRE MAH.,343,289,270,179,87,3
ARNAVUTKOY,YUNUS EMRE MAH.,343,294,275,164,105,1
ARNAVUTKOY,YUNUS EMRE MAH.,342,299,278,184,89,1
ARNAVUTKOY,YUNUS EMRE MAH.,341,288,284,171,109,0
ATASEHIR,FERHATPASA MAH.,346,277,260,149,103,4
ATASEHIR,FERHATPASA MAH.,350,267,255,172,76,4
ATASEHIR,FERHATPASA MAH.,350,261,244,169,72,1
ATASEHIR,FERHATPASA MAH.,350,297,285,194,87,1
ATASEHIR,FERHATPASA MAH.,350,307,293,202,87,2
ATASEHIR,FERHATPASA MAH.,345,306,289,201,79,7
ATASEHIR,FERHATPASA MAH.,350,304,301,208,88,1
ATASEHIR,FERHATPASA MAH.,350,298,288,197,85,6
ATASEHIR,FERHATPASA MAH.,347,299,289,223,59,4
ATASEHIR,FERHATPASA MAH.,347,304,293,205,79,6
ATASEHIR,FERHATPASA MAH.,346,318,303,203,97,0
ATASEHIR,FERHATPASA MAH.,347,318,314,204,98,7
ATASEHIR,FERHATPASA MAH.,347,298,291,202,79,4
ATASEHIR,FERHATPASA MAH.,350,291,272,195,68,6
ATASEHIR,FERHATPASA MAH.,350,291,276,177,87,9
ATASEHIR,FERHATPASA MAH.,347,311,290,220,59,4
ATASEHIR,FERHATPASA MAH.,347,300,295,201,85,7
ATASEHIR,FERHATPASA MAH.,347,306,285,199,81,2
ATASEHIR,FERHATPASA MAH.,347,306,291,197,83,8
ATASEHIR,FERHATPASA MAH.,347,282,276,193,76,4
ATASEHIR,FERHATPASA MAH.,347,291,279,192,84,3
ATASEHIR,FERHATPASA MAH.,347,291,278,188,83,4
ATASEHIR,FERHATPASA MAH.,350,279,260,184,75,0
ATASEHIR,FERHATPASA MAH.,347,303,292,203,78,6
ATASEHIR,FERHATPASA MAH.,347,294,287,216,62,8
ATASEHIR,FERHATPASA MAH.,350,295,291,211,71,6
ATASEHIR,FERHATPASA MAH.,347,293,285,214,64,7
ATASEHIR,FERHATPASA MAH.,345,305,290,217,60,9
ATASEHIR,FERHATPASA MAH.,345,288,283,193,84,2
ATASEHIR,FERHATPASA MAH.,347,291,285,223,57,2
ATASEHIR,FERHATPASA MAH.,350,294,287,209,70,4
ATASEHIR,FERHATPASA MAH.,345,291,282,212,63,4
ATASEHIR,FERHATPASA MAH.,347,300,287,209,69,7
ATASEHIR,FERHATPASA MAH.,345,288,279,196,77,5
ATASEHIR,FERHATPASA MAH.,347,295,288,189,91,5
ATASEHIR,FERHATPASA MAH.,347,310,304,213,82,8
ATASEHIR,FERHATPASA MAH.,345,319,306,217,81,6
ATASEHIR,FERHATPASA MAH.,347,301,296,211,80,4
ATASEHIR,FERHATPASA MAH.,346,298,285,199,83,1
ATASEHIR,FERHATPASA MAH.,347,299,290,183,104,1
ATASEHIR,FERHATPASA MAH.,346,299,282,192,83,5
ATASEHIR,ICERENKOY MAH.,345,269,257,77,169,2
ATASEHIR,ICERENKOY MAH.,350,260,240,99,138,0
ATASEHIR,ICERENKOY MAH.,345,270,265,127,133,2
ATASEHIR,ICERENKOY MAH.,350,292,282,123,156,1
ATASEHIR,ICERENKOY MAH.,346,296,289,114,159,9
ATASEHIR,ICERENKOY MAH.,346,310,299,111,181,3
ATASEHIR,ICERENKOY MAH.,345,290,280,109,165,5
ATASEHIR,ICERENKOY MAH.,346,300,291,126,157,5
ATASEHIR,ICERENKOY MAH.,346,287,282,105,165,7
ATASEHIR,ICERENKOY MAH.,350,293,286,141,140,3
ATASEHIR,ICERENKOY MAH.,350,299,295,126,168,0
ATASEHIR,ICERENKOY MAH.,346,297,296,149,138,3
ATASEHIR,ICERENKOY MAH.,346,308,306,134,167,2
ATASEHIR,ICERENKOY MAH.,347,279,268,98,162,4
ATASEHIR,ICERENKOY MAH.,346,295,288,122,162,1
ATASEHIR,ICERENKOY MAH.,346,299,289,123,159,4
ATASEHIR,ICERENKOY MAH.,347,292,280,114,155,5
ATASEHIR,ICERENKOY MAH.,345,303,296,133,159,3
ATASEHIR,ICERENKOY MAH.,346,289,283,118,158,5
ATASEHIR,ICERENKOY MAH.,346,289,286,126,149,5
ATASEHIR,ICERENKOY MAH.,345,306,299,121,172,3
ATASEHIR,ICERENKOY MAH.,345,291,283,148,132,2
ATASEHIR,ICERENKOY MAH.,350,300,296,116,172,2
ATASEHIR,ICERENKOY MAH.,345,285,278,117,151,2
ATASEHIR,ICERENKOY MAH.,346,293,284,126,150,1
ATASEHIR,ICERENKOY MAH.,345,300,296,123,167,0
ATASEHIR,ICERENKOY MAH.,345,288,278,113,163,1
ATASEHIR,ICERENKOY MAH.,345,273,263,96,162,1
ATASEHIR,ICERENKOY MAH.,346,295,281,120,153,5
ATASEHIR,ICERENKOY MAH.,346,287,282,126,150,2
ATASEHIR,ICERENKOY MAH.,345,294,290,123,163,2
ATASEHIR,ICERENKOY MAH.,346,292,283,116,162,2
ATASEHIR,ICERENKOY MAH.,341,273,260,102,150,1
ATASEHIR,ICERENKOY MAH.,344,273,266,102,160,0
ATASEHIR,ICERENKOY MAH.,341,280,269,124,143,1
ATASEHIR,ICERENKOY MAH.,342,292,289,135,151,3
ATASEHIR,ICERENKOY MAH.,341,299,290,122,163,2
ATASEHIR,ICERENKOY MAH.,342,299,293,110,164,3
ATASEHIR,ICERENKOY MAH.,340,296,279,96,178,2
ATASEHIR,ICERENKOY MAH.,340,303,299,132,161,6
ATASEHIR,ICERENKOY MAH.,341,296,282,119,153,6
ATASEHIR,ICERENKOY MAH.,341,304,294,114,178,2
ATASEHIR,ICERENKOY MAH.,341,283,277,136,134,2
ATASEHIR,ICERENKOY MAH.,341,284,280,113,164,0
ATASEHIR,ICERENKOY MAH.,340,293,287,111,170,4
ATASEHIR,ICERENKOY MAH.,340,297,291,123,162,3
ATASEHIR,ICERENKOY MAH.,340,305,300,126,168,4
ATASEHIR,ICERENKOY MAH.,343,296,291,126,161,1
ATASEHIR,ICERENKOY MAH.,340,307,306,144,159,2
ATASEHIR,ICERENKOY MAH.,340,281,277,108,160,4
ATASEHIR,ICERENKOY MAH.,341,302,297,130,153,5
ATASEHIR,ICERENKOY MAH.,341,306,297,130,161,1
ATASEHIR,ICERENKOY MAH.,340,299,289,122,164,2
ATASEHIR,ICERENKOY MAH.,347,279,272,126,141,1
ATASEHIR,ICERENKOY MAH.,346,264,256,120,130,2
ATASEHIR,ICERENKOY MAH.,350,296,283,113,161,1
ATASEHIR,ICERENKOY MAH.,346,287,282,130,149,1
ATASEHIR,ICERENKOY MAH.,346,294,281,125,151,1
ATASEHIR,ICERENKOY MAH.,346,302,296,162,130,1
ATASEHIR,ICERENKOY MAH.,347,299,292,127,158,4
ATASEHIR,ICERENKOY MAH.,347,296,293,113,175,1
ATASEHIR,ICERENKOY MAH.,346,303,302,150,147,0
ATASEHIR,ICERENKOY MAH.,346,307,298,150,142,4
ATASEHIR,ICERENKOY MAH.,346,297,294,142,146,3
ATASEHIR,ICERENKOY MAH.,347,304,296,156,134,4
ATASEHIR,ICERENKOY MAH.,347,315,313,137,170,1
ATASEHIR,ICERENKOY MAH.,346,297,291,139,148,1
ATASEHIR,ICERENKOY MAH.,347,294,282,129,153,0
ATASEHIR,ICERENKOY MAH.,346,303,300,134,164,2
ATASEHIR,ICERENKOY MAH.,346,300,295,139,144,2
ATASEHIR,ICERENKOY MAH.,347,303,299,122,174,1
ATASEHIR,ICERENKOY MAH.,347,312,290,145,142,2
ATASEHIR,ICERENKOY MAH.,342,274,258,112,141,3
ATASEHIR,ICERENKOY MAH.,343,285,271,116,153,0
ATASEHIR,ICERENKOY MAH.,342,280,274,96,173,2
ATASEHIR,ICERENKOY MAH.,340,303,299,125,163,3
ATASEHIR,ICERENKOY MAH.,341,297,287,136,147,0
ATASEHIR,ICERENKOY MAH.,342,307,298,102,191,3
ATASEHIR,ICERENKOY MAH.,341,300,291,106,181,1
ATASEHIR,ICERENKOY MAH.,341,291,280,84,190,2
ATASEHIR,ICERENKOY MAH.,341,303,296,96,193,1
ATASEHIR,ICERENKOY MAH.,341,298,290,108,173,2
ATASEHIR,ICERENKOY MAH.,341,303,298,93,201,2
ATASEHIR,ICERENKOY MAH.,342,303,295,114,174,2
ATASEHIR,ICERENKOY MAH.,342,283,279,88,186,1
ATASEHIR,ICERENKOY MAH.,341,311,305,98,193,4
ATASEHIR,ICERENKOY MAH.,342,304,297,90,200,3
ATASEHIR,ICERENKOY MAH.,342,297,297,104,185,5
ATASEHIR,ICERENKOY MAH.,341,298,285,94,183,3
ATASEHIR,ICERENKOY MAH.,342,303,296,129,162,2
ATASEHIR,ICERENKOY MAH.,341,284,277,96,175,3
ATASEHIR,ICERENKOY MAH.,341,307,302,114,177,1
ATASEHIR,ICERENKOY MAH.,341,292,286,115,169,0
ATASEHIR,ICERENKOY MAH.,342,298,291,98,186,6
ATASEHIR,ICERENKOY MAH.,342,293,288,95,189,1
ATASEHIR,ICERENKOY MAH.,342,303,295,93,198,1
ATASEHIR,ICERENKOY MAH.,342,292,287,99,183,1
ATASEHIR,ICERENKOY MAH.,341,296,294,97,195,1
ATASEHIR,ICERENKOY MAH.,345,302,290,110,176,3
ATASEHIR,ICERENKOY MAH.,350,275,260,91,166,2
ATASEHIR,ICERENKOY MAH.,350,282,273,118,148,1
ATASEHIR,ICERENKOY MAH.,350,279,278,117,155,2
ATASEHIR,ICERENKOY MAH.,350,309,300,124,169,2
ATASEHIR,ICERENKOY MAH.,350,309,299,155,141,1
ATASEHIR,ICERENKOY MAH.,350,301,292,129,151,3
ATASEHIR,ICERENKOY MAH.,350,302,289,106,171,7
ATASEHIR,ICERENKOY MAH.,350,307,301,121,177,1
ATASEHIR,ICERENKOY MAH.,350,305,288,126,158,1
ATASEHIR,ICERENKOY MAH.,350,283,271,109,162,0
ATASEHIR,ICERENKOY MAH.,350,290,280,120,154,4
ATASEHIR,ICERENKOY MAH.,350,304,294,123,168,3
ATASEHIR,ICERENKOY MAH.,350,278,272,121,145,3
ATASEHIR,ICERENKOY MAH.,350,299,293,133,153,0
ATASEHIR,ICERENKOY MAH.,350,309,297,122,169,4
ATASEHIR,ICERENKOY MAH.,350,302,297,130,153,8
ATASEHIR,ICERENKOY MAH.,350,298,290,118,162,4
ATASEHIR,ICERENKOY MAH.,350,305,299,96,198,2
ATASEHIR,ICERENKOY MAH.,347,289,286,121,160,4
ATASEHIR,ICERENKOY MAH.,350,298,290,143,141,2
ATASEHIR,ICERENKOY MAH.,350,313,307,132,167,3
ATASEHIR,ICERENKOY MAH.,350,300,291,127,159,0
ATASEHIR,ICERENKOY MAH.,347,337,330,128,191,6
ATASEHIR,ICERENKOY MAH.,350,294,284,100,179,3
ATASEHIR,ICERENKOY MAH.,349,311,301,126,171,2
ATASEHIR,ICERENKOY MAH.,350,289,284,118,161,3
ATASEHIR,ICERENKOY MAH.,350,304,296,133,158,3
ATASEHIR,ICERENKOY MAH.,350,292,285,121,161,2
ATASEHIR,ICERENKOY MAH.,350,282,273,103,165,1
ATASEHIR,ICERENKOY MAH.,350,285,274,109,161,4
ATASEHIR,ICERENKOY MAH.,350,283,274,125,142,3
ATASEHIR,ICERENKOY MAH.,350,272,267,94,165,4
ATASEHIR,ICERENKOY MAH.,350,311,304,137,149,15
ATASEHIR,ICERENKOY MAH.,350,281,271,84,179,4
ATASEHIR,ICERENKOY MAH.,350,301,295,116,177,2
ATASEHIR,ICERENKOY MAH.,350,298,288,83,201,1
ATASEHIR,ICERENKOY MAH.,350,300,289,114,166,5
ATASEHIR,ICERENKOY MAH.,350,299,288,101,176,5
ATASEHIR,ICERENKOY MAH.,350,302,300,123,175,2
ATASEHIR,ICERENKOY MAH.,350,309,304,123,174,1
ATASEHIR,ICERENKOY MAH.,350,301,297,126,166,5
ATASEHIR,ICERENKOY MAH.,350,299,295,107,177,7
ATASEHIR,ICERENKOY MAH.,350,287,277,97,175,2
ATASEHIR,ICERENKOY MAH.,348,304,294,108,177,5
ATASEHIR,ICERENKOY MAH.,348,312,304,125,174,2
ATASEHIR,ICERENKOY MAH.,348,293,290,107,178,5
ATASEHIR,ICERENKOY MAH.,347,291,286,131,148,3
ATASEHIR,ICERENKOY MAH.,348,285,282,130,145,4
ATASEHIR,ICERENKOY MAH.,348,301,299,116,177,3
ATASEHIR,ICERENKOY MAH.,350,300,294,132,157,3
ATASEHIR,ICERENKOY MAH.,350,308,306,111,189,3
ATASEHIR,ICERENKOY MAH.,347,295,286,109,174,1
ATASEHIR,ICERENKOY MAH.,350,296,288,117,155,8
ATASEHIR,ICERENKOY MAH.,347,287,284,128,149,3
ATASEHIR,ICERENKOY MAH.,348,299,290,116,170,0
ATASEHIR,ICERENKOY MAH.,348,304,303,129,169,2
ATASEHIR,ICERENKOY MAH.,350,303,299,118,176,4
ATASEHIR,ICERENKOY MAH.,350,312,304,117,179,7
ATASEHIR,ICERENKOY MAH.,348,304,293,108,178,2
ATASEHIR,ICERENKOY MAH.,347,307,296,128,158,3
ATASEHIR,ICERENKOY MAH.,348,292,283,127,151,2
ATASEHIR,ICERENKOY MAH.,350,299,296,124,164,3
ATASEHIR,ICERENKOY MAH.,348,293,287,107,172,2
ATASEHIR,ICERENKOY MAH.,347,295,291,112,170,3
ATASEHIR,ICERENKOY MAH.,348,294,286,94,179,10
ATASEHIR,ICERENKOY MAH.,349,298,294,98,184,7
ATASEHIR,INONU MAH.,340,269,260,151,103,3
ATASEHIR,INONU MAH.,340,275,267,156,105,4
ATASEHIR,INONU MAH.,339,294,282,133,140,1
ATASEHIR,INONU MAH.,341,294,281,142,133,2
ATASEHIR,INONU MAH.,340,286,274,136,129,7
ATASEHIR,INONU MAH.,339,303,291,125,154,5
ATASEHIR,INONU MAH.,340,303,299,169,124,2
ATASEHIR,INONU MAH.,339,292,283,154,119,3
ATASEHIR,INONU MAH.,339,294,287,133,148,2
ATASEHIR,INONU MAH.,339,285,276,154,116,4
ATASEHIR,INONU MAH.,339,276,270,147,117,3
ATASEHIR,INONU MAH.,340,282,272,137,128,4
ATASEHIR,INONU MAH.,340,280,271,143,125,1
ATASEHIR,INONU MAH.,340,301,288,156,128,2
ATASEHIR,INONU MAH.,340,299,291,145,138,5
ATASEHIR,INONU MAH.,341,292,288,158,125,2
ATASEHIR,INONU MAH.,339,295,291,140,145,3
ATASEHIR,INONU MAH.,339,281,276,124,150,1
ATASEHIR,INONU MAH.,340,293,282,143,132,5
ATASEHIR,INONU MAH.,340,291,283,175,99,5
ATASEHIR,INONU MAH.,339,287,283,158,119,4
ATASEHIR,INONU MAH.,338,292,289,127,154,7
ATASEHIR,INONU MAH.,340,282,268,151,115,2
ATASEHIR,INONU MAH.,339,291,284,149,134,1
ATASEHIR,INONU MAH.,340,294,291,176,113,1
ATASEHIR,INONU MAH.,339,279,265,148,113,3
ATASEHIR,INONU MAH.,340,299,294,147,141,4
ATASEHIR,INONU MAH.,340,277,267,139,120,6
ATASEHIR,INONU MAH.,338,319,315,189,123,1
ATASEHIR,INONU MAH.,340,293,287,157,123,1
